,route,id,navaid,latitude,longitude
0,A1,1,HCE,33.11435,139.788483
1,A1,2,KARTA,33.193211,138.972397
2,A1,3,KEC,33.447742,135.794494
3,A1,4,ALBAT,33.364503,135.441514
4,A1,5,HALON,33.248769,134.997222
5,A1,6,JAKAL,33.062028,134.234275
6,A1,7,GREEN,32.898675,133.5665
7,A1,8,SUC,32.755969,132.996647
8,A1,9,FENIX,32.141783,131.591481
9,A1,10,JINGU,31.902725,131.048667
10,A1,11,HKC,31.697222,130.582942
11,A1,12,KAZAN,31.385036,130.111267
12,A1,13,KOSHI,31.288503,129.964714
13,A1,14,JEDAI,30.774644,129.201156
14,A1,15,RUSAR,29.865028,127.837142
15,A1,16,AKVAS,29.586997,127.464681
16,A1,17,URUMA,28.970067,126.5793
17,A1,18,SAPET,28.637081,126.131483
18,A1,19,IGMON,27.622128,124.720519
19,A1,20,BULAN,27.091667,124.0
20,A1,21,OSTAR,26.331667,123.0
21,A1,22,AISAR,25.947472,122.493222
22,A1,23,DRAKE,25.615561,122.077947
23,A1,24,ANNNA,25.571806,122.022167
24,A1,25,APU,25.176861,121.52225
25,A1,26,HLG,24.559806,120.727167
26,A1,27,SWORD,24.0025,120.094167
27,A1,28,MKG,23.595444,119.637278
28,A1,29,KADLO,22.955056,118.541722
29,A1,30,ANPOG,22.604167,117.954444
30,A1,31,ELATO,22.333333,117.5
31,A1,32,MAGOG,22.296111,115.825
32,A1,33,CH,22.219542,114.030056
33,A1,34,IDOSI,19.0,112.5
34,A1,35,IKELA,18.661667,112.245
35,A1,36,LENKO,17.416667,110.3
36,A1,37,BUNTA,16.833333,109.395
37,A1,38,BINKU,16.559722,108.973056
38,A1,39,KANGU,16.354167,108.664722
39,A1,40,DAN,16.052764,108.198228
40,A1,41,PATNO,15.965,107.885
41,A1,42,TANNA,15.903333,107.658889
42,A1,43,PAPRA,15.766667,107.183333
43,A1,44,BUTRA,15.418278,105.596083
44,A1,45,UBL,15.245197,104.865917
45,A1,46,PASAT,14.957447,103.790597
46,A1,47,SANOT,14.859503,103.429931
47,A1,48,TOPER,14.635444,102.760594
48,A1,49,SELKA,14.338906,101.886314
49,A1,50,ROBKA,14.178597,101.418875
50,A1,51,BKK,13.893556,100.596194
51,A1,52,CVO,30.092306,31.388417
52,A1,53,MENKU,31.091944,30.301667
53,A1,54,NOZ,31.187639,29.950722
54,A1,55,BOPED,31.494167,29.448611
55,A1,56,KATEX,32.116944,28.41
56,A1,57,SOKAL,32.600278,27.618333
57,A1,58,METRU,34.0,25.15
58,A1,59,BANKO,45.82,7.054722
59,A1,60,SPR29,46.063611,6.828056
60,A1,61,SPR20,46.189444,6.710833
61,A1,62,TMA32,46.273333,6.6325
62,A1,63,SPR,46.468694,6.448056
63,A1,64,DINOX,46.666667,6.119722
64,A1,65,SIROD,46.726944,6.019444
65,A1,66,LISMO,46.870556,5.778056
66,A1,67,DJL,47.270778,5.097333
67,A1,68,LUREN,48.025833,3.913889
68,A1,69,BRY,48.407,3.294778
69,A1,70,FDV,64.494747,-165.315097
70,A1,71,JNR,63.907711,-160.811908
71,A1,72,VTR,62.946858,-155.557308
72,A1,73,CMQ,61.171017,-150.047667
73,A1,74,ATYOL,60.742689,-148.720858
74,A1,75,ALJ,60.479822,-146.587431
75,A1,76,EGGER,60.35705,-145.742072
76,A1,77,CORVA,60.282325,-145.247736
77,A1,78,CAPEM,59.927917,-143.076917
78,A1,79,ATAGA,59.847019,-142.615375
79,A1,80,OCC,59.543639,-139.728169
80,A1,81,SPARL,58.221178,-137.559431
81,A1,82,SIT,56.854619,-135.534353
82,A1,83,LILDE,55.272361,-133.809417
83,A1,84,BBGVP,54.582836,-133.107958
84,A1,85,HALAM,54.503528,-133.029028
85,A1,86,ZP,53.196167,-131.777494
86,A1,87,ZT,50.699167,-127.427222
87,A1,88,QQ,49.754,-124.958097
88,A1,89,YCD,49.1279,-123.87165
89,A1,90,CAMZO,48.782944,-123.53575
90,A1,91,YJ,48.643889,-123.399444
91,A1,92,YJ018,48.802103,-123.014603
92,A1,93,XX002,48.998392,-122.531167
93,A1,94,XX,49.015308,-122.487981
94,A10,1,YJQ,52.185278,-128.113611
95,A10,2,MITEK,53.766667,-129.846111
96,A10,3,PR,54.263333,-130.423889
97,A10,4,SIT,35.068422,26.189064
98,A10,5,PAXIS,33.951667,27.333333
99,A100,1,ARNAD,45.35,36.646667
100,A100,2,RIDLA,45.749722,37.365
101,A100,3,ENILO,46.174722,38.031667
102,A100,4,BEDUS,46.606389,38.731667
103,A100,5,AMEPU,47.197778,39.825
104,A100,6,ROS,47.500889,39.933556
105,A100,7,KL,47.885278,40.1
106,A100,8,MIMRA,48.933056,40.415
107,A102,1,NALEM,47.95,39.808333
108,A102,2,DERIB,47.926389,39.908333
109,A102,3,KL,47.885278,40.1
110,A102,4,ABLOG,47.805556,40.376111
111,A102,5,KA,47.587778,41.115
112,A102,6,OBETI,47.465833,41.613611
113,A102,7,TUBNA,47.334722,42.136389
114,A102,8,SOMRO,47.085556,43.099167
115,A102,9,BAKAM,46.943333,43.631111
116,A102,10,LUGEP,46.418333,45.496944
117,A102,11,ABTON,46.020556,46.771389
118,A102,12,UP,45.927222,47.060278
119,A102,13,BABUR,45.386667,49.5
120,A103,1,PINAX,37.25,69.1
121,A103,2,OKTAB,38.181667,68.893333
122,A103,3,DNB,38.541667,68.811667
123,A103,4,SX,38.843333,68.84
124,A103,5,AMEMA,39.333333,68.883333
125,A103,6,BITBI,39.558333,68.903333
126,A103,7,PF,40.05,68.95
127,A103,8,TAGUG,40.060833,68.96
128,A103,9,RORTA,40.14,69.031667
129,A103,10,ASBUG,40.22,69.105
130,A103,11,DILRO,40.408333,69.276667
131,A103,12,IRLOV,40.708333,69.583333
132,A103,13,LELBA,40.915,69.795
133,A103,14,PESEN,40.981667,70.383333
134,A103,15,UDALU,40.996667,70.52
135,A103,16,OLUMU,41.038333,70.9
136,A103,17,SUBAB,41.153333,72.025
137,A103,18,NS,41.201664,72.180911
138,A104,1,MOSON,54.668333,31.041389
139,A104,2,KOMOG,55.140833,33.066667
140,A104,3,RUBAG,55.342778,33.997222
141,A104,4,GUBON,55.4025,34.278611
142,A104,5,FK,55.555278,35.021944
143,A105,1,NELTI,54.328333,64.275
144,A105,2,GITNA,52.749722,65.421667
145,A105,3,ARK,50.318056,67.021944
146,A106,1,PABRI,45.248611,70.710833
147,A106,2,ALAKO,44.332778,73.984167
148,A106,3,BOBRO,44.113333,74.707778
149,A106,4,BEKRO,43.813889,75.664444
150,A106,5,USUGA,43.6,76.326111
151,A107,1,URASA,44.146111,56.0
152,A107,2,TARAM,43.843333,56.701667
153,A107,3,IPNAR,42.743333,59.096667
154,A107,4,NAKUK,42.488333,59.623333
155,A107,5,DIDIR,42.041667,60.136667
156,A107,6,URG,41.578917,60.654972
157,A107,7,IVLUS,41.19,61.523333
158,A107,8,LURIB,40.698333,62.586667
159,A107,9,KEMAB,40.188333,63.648333
160,A107,10,BUPOR,39.775,64.483333
161,A107,11,TUDLI,39.31,65.195
162,A107,12,YU,39.050972,65.584667
163,A107,13,INDUD,38.618333,66.238333
164,A107,14,REBNA,38.593333,66.855
165,A107,15,OKDOR,38.575,67.228333
166,A107,16,ROBRA,38.56,67.531667
167,A107,17,PINUD,38.553333,67.691667
168,A107,18,SOPNO,38.543333,68.07
169,A107,19,PR,38.533333,68.401667
170,A107,20,DNB,38.541667,68.811667
171,A107,21,NAVOX,38.083333,69.333333
172,A107,22,KYLOB,37.988333,69.806667
173,A108,1,URL,51.148667,51.543778
174,A108,2,EDAKO,50.688889,52.419444
175,A108,3,GERLI,49.892778,53.881667
176,A108,4,AGMAN,49.161667,55.155556
177,A108,5,KURUL,48.849722,55.680833
178,A108,6,UGLUK,48.690278,55.945
179,A108,7,LOGTO,48.534444,56.200556
180,A108,8,ABULU,48.0275,55.925556
181,A108,9,ODPUT,47.501111,55.646111
182,A108,10,PEMOL,46.811389,55.288889
183,A108,11,NESDO,45.823889,54.794167
184,A108,12,AGNIM,45.539167,54.655
185,A108,13,BODSI,44.842778,54.320556
186,A108,14,NUMGA,44.205,54.059167
187,A108,15,RINIT,43.884722,53.930278
188,A108,16,BAPER,43.503056,53.778333
189,A108,17,TIROM,42.242778,53.288889
190,A109,1,ARK,50.318056,67.021944
191,A109,2,LATKO,52.418889,66.740833
192,A109,3,BAVAG,53.305278,66.876389
193,A109,4,BEBLU,54.775,66.841667
194,A11,1,DN,51.097508,-100.060853
195,A11,2,QD,53.978519,-101.080881
196,A11,3,FO,54.674881,-101.669569
197,A11,4,YL,56.830833,-101.070278
198,A110,1,KTU,53.35075,69.616972
199,A110,2,ADLON,53.024722,70.679722
200,A110,3,AMOLA,52.648056,71.934444
201,A110,4,ABELI,51.59,75.22
202,A110,5,APTOK,50.509722,75.161111
203,A110,6,BODNU,50.396111,75.155
204,A110,7,EKTAB,49.765278,75.121667
205,A110,8,DIMUT,49.307778,75.098333
206,A110,9,IRGIT,48.872222,75.076667
207,A110,10,TOKNA,48.423611,75.054444
208,A110,11,DONUR,47.506111,75.010556
209,A110,12,BLH,46.883169,74.983881
210,A110,13,LASDO,46.411944,75.9475
211,A110,14,EROMI,46.209444,76.354722
212,A110,15,UDEKA,45.881111,77.001667
213,A110,16,AKIRA,45.723056,77.308056
214,A110,17,KONAT,45.465,77.801389
215,A110,18,TDK,45.106194,78.429889
216,A110,19,BESIR,44.316944,78.205556
217,A110,20,DOTAL,44.129167,78.151111
218,A111,1,BLH,46.883169,74.983881
219,A111,2,ESADO,47.101944,76.010278
220,A111,3,MADEV,47.315833,77.057778
221,A111,4,IBDAS,47.57,78.408889
222,A111,5,AGZ,47.931111,80.449722
223,A111,6,BOLNO,47.373889,81.257778
224,A111,7,UV,47.091433,81.656269
225,A112,1,AZABI,44.74,49.5
226,A112,2,ATNUR,44.766389,50.163333
227,A112,3,PIRIM,44.802222,51.294722
228,A112,4,AGILA,44.816944,51.906111
229,A112,5,ALOTO,44.836111,53.114722
230,A112,6,BODSI,44.842778,54.320556
231,A112,7,AGNIM,45.539167,54.655
232,A112,8,NESDO,45.823889,54.794167
233,A112,9,PEMOL,46.811389,55.288889
234,A112,10,ODPUT,47.501111,55.646111
235,A112,11,ABULU,48.0275,55.925556
236,A112,12,LOGTO,48.534444,56.200556
237,A112,13,OGATO,49.232222,56.588611
238,A112,14,TIKTO,49.668333,56.837222
239,A112,15,AKB,50.263417,57.181889
240,A113,1,AKB,50.263417,57.181889
241,A113,2,RIGDO,49.993611,58.180278
242,A113,3,ENETO,49.706389,59.198333
243,A113,4,AGATU,49.538889,59.772778
244,A113,5,MANAD,49.239167,60.766944
245,A113,6,GEDSA,48.627222,62.681667
246,A113,7,SUBOL,47.787778,64.909167
247,A113,8,TIROK,47.415556,65.843611
248,A113,9,GISIR,46.951111,66.958889
249,A113,10,ATRUS,46.883889,67.120833
250,A113,11,TUTUL,46.640278,67.6825
251,A113,12,ELSEB,46.542778,67.910833
252,A113,13,OBAMA,46.036667,69.0425
253,A113,14,PABRI,45.248611,70.710833
254,A113,15,RITMU,44.301667,72.600833
255,A113,16,TOMGO,43.696111,73.748333
256,A113,17,DEKED,43.614722,74.218333
257,A113,18,AGLEK,43.5125,74.795556
258,A113,19,BINRI,43.435278,75.219167
259,A113,20,EKLAT,43.375,75.543611
260,A113,21,ATA,43.376528,77.084111
261,A113,22,TIRBA,43.582222,77.508611
262,A113,23,BAGNA,43.798333,77.955278
263,A113,24,DOTAL,44.129167,78.151111
264,A113,25,MINPO,44.260278,78.272222
265,A113,26,ATPOR,44.856389,78.831944
266,A113,27,RIKPI,45.873611,79.819444
267,A113,28,GIGDA,46.328333,80.277222
268,A113,29,BURID,47.042778,81.014167
269,A113,30,UV,47.091433,81.656269
270,A114,1,TRZ,37.286694,67.317722
271,A114,2,OKBAB,37.983333,67.59
272,A114,3,RASID,38.25,67.7
273,A114,4,BESAG,38.718333,67.863333
274,A114,5,OLRAM,39.025,67.973333
275,A114,6,MOSOM,39.566667,68.166667
276,A114,7,VAMUK,40.566667,68.575
277,A114,8,AKAZU,40.705,68.6375
278,A114,9,CV,40.810056,68.682194
279,A114,10,USOLO,40.975,69.386667
280,A115,1,KRG,49.686611,73.362639
281,A115,2,DETOV,50.265278,73.209722
282,A115,3,EDANO,51.149444,72.967778
283,A115,4,BOLSU,51.251944,72.938889
284,A115,5,POBUR,53.633333,72.233333
285,A116,1,OGNOB,39.743333,66.405
286,A116,2,ALABU,39.488333,66.366667
287,A116,3,INDUD,38.618333,66.238333
288,A116,4,AGART,38.15,66.05
289,A116,5,RAPTA,37.45,65.633333
290,A117,1,ASB,38.003167,58.335639
291,A117,2,URABA,38.224167,59.323056
292,A117,3,DUTAR,38.655,61.385
293,A117,4,LBA,38.913611,63.589444
294,A117,5,BUPOR,39.775,64.483333
295,A117,6,TOLIB,39.76,65.668333
296,A117,7,OGNOB,39.743333,66.405
297,A117,8,DIGIX,39.726261,66.649736
298,A117,9,SKD,39.703739,66.972636
299,A117,10,NIKVA,39.845889,67.239083
300,A117,11,TITAR,40.13,67.771667
301,A117,12,NETAT,40.614722,68.403611
302,A117,13,IPRAR,40.741944,68.579722
303,A117,14,CV,40.810056,68.682194
304,A117,15,ABGEN,40.961667,68.713333
305,A117,16,ABEKA,41.118056,68.745
306,A117,17,DODUR,41.383333,68.8
307,A117,18,MIKNO,42.033333,68.2
308,A117,19,RELRU,42.823611,68.303333
309,A117,20,GENDI,43.3,68.366667
310,A118,1,ABDAN,38.595,59.366667
311,A118,2,TENGA,38.776111,60.918889
312,A118,3,VATIN,38.814167,61.245556
313,A118,4,LBA,38.913611,63.589444
314,A118,5,CHARD,39.258333,63.823333
315,A118,6,BUPOR,39.775,64.483333
316,A118,7,INSOM,40.01,64.961667
317,A118,8,NVI,40.114731,65.176514
318,A118,9,AGDOS,40.396667,65.781667
319,A118,10,EVROB,40.741667,66.536667
320,A118,11,ASLOK,41.096667,67.331667
321,A118,12,OKESO,41.180833,67.602222
322,A118,13,DIBAD,41.283333,67.933333
323,A118,14,DODUR,41.383333,68.8
324,A118,15,BAMUT,41.855833,69.4125
325,A118,16,BEDNU,42.001944,69.439167
326,A118,17,SMK,42.358917,69.504
327,A119,1,ARSUL,42.433333,68.833333
328,A119,2,ODORI,41.983611,68.818889
329,A119,3,DODUR,41.383333,68.8
330,A120,1,UNISO,61.290278,63.66
331,A120,2,OLEMI,60.926111,64.031389
332,A120,3,DEMUP,60.430278,64.522778
333,A120,4,PIGUR,60.116944,64.831667
334,A121,1,SMK,42.358917,69.504
335,A121,2,BOMKA,42.042222,69.273333
336,A121,3,DOSOR,41.950556,69.206944
337,A121,4,REBDA,41.785556,69.0875
338,A121,5,DODUR,41.383333,68.8
339,A121,6,OGRIP,40.915,68.083333
340,A121,7,IDSAN,40.371667,67.291667
341,A121,8,OGNOB,39.743333,66.405
342,A122,1,BODSI,44.842778,54.320556
343,A122,2,ANIGA,45.358333,53.779722
344,A122,3,GOLGI,45.531389,53.595278
345,A122,4,OTMAS,46.071944,53.009444
346,A122,5,RENPI,46.576944,52.448889
347,A122,6,ATR,47.143944,51.8015
348,A122,7,OLAPU,47.862778,51.758611
349,A122,8,BAGIR,49.025278,51.685
350,A122,9,DOKUS,50.4275,51.591111
351,A122,10,URL,51.148667,51.543778
352,A122,11,INRIS,51.466667,52.315556
353,A122,12,EKTEN,51.545,52.508333
354,A122,13,KURAS,53.428333,54.25
355,A122,14,GOPAR,53.966944,54.781667
356,A123,1,MIKNO,42.033333,68.2
357,A123,2,KARIM,43.193333,67.793611
358,A124,1,TDK,45.106194,78.429889
359,A124,2,ATPOR,44.856389,78.831944
360,A124,3,BARUR,44.535278,79.294167
361,A124,4,LAGUK,44.091111,79.921389
362,A124,5,RULAD,43.5,80.733333
363,A125,1,ASB,38.003167,58.335639
364,A125,2,KEMOR,37.891389,59.35
365,A125,3,BELUG,37.75,60.533333
366,A125,4,NINOP,37.621667,61.896667
367,A125,5,RINAT,37.687778,63.369444
368,A125,6,RARUN,37.775,64.55
369,A125,7,ABNEP,37.816667,65.216667
370,A126,1,SMK,42.358917,69.504
371,A126,2,ADESA,42.161111,69.815
372,A126,3,TULGA,41.896389,70.201111
373,A126,4,RODKI,41.396667,70.981667
374,A126,5,ABDOK,41.288333,71.138333
375,A126,6,SA,40.968389,71.621333
376,A127,1,GASTA,42.820278,73.546389
377,A127,2,OGTOL,42.818056,73.500556
378,A127,3,MIKDO,42.849444,71.764167
379,A127,4,TRZ,42.870556,71.281694
380,A127,5,ANESA,42.668333,70.615
381,A127,6,KOLAM,42.617222,70.427778
382,A127,7,ADESA,42.161111,69.815
383,A127,8,BAMUT,41.855833,69.4125
384,A127,9,DODUR,41.383333,68.8
385,A127,10,OGRIP,40.915,68.083333
386,A127,11,TADEN,40.56,66.91
387,A127,12,REDPO,40.231667,65.866667
388,A127,13,BUPOR,39.775,64.483333
389,A13,1,WG,49.899167,-97.349167
390,A13,2,QD,53.978519,-101.080881
391,A13,3,VC,55.086011,-105.318928
392,A131,1,FORMA,50.355,35.698333
393,A131,2,BODRO,50.533056,35.764722
394,A131,3,LEMBO,50.789722,35.871389
395,A131,4,LULED,51.184722,36.043056
396,A131,5,KUTEB,51.751389,36.294722
397,A131,6,ULNER,52.431389,36.188056
398,A131,7,TALID,52.574722,36.164722
399,A131,8,KOREB,52.983056,36.098056
400,A131,9,RIMAK,53.428056,35.856389
401,A131,10,ARLAB,53.609444,35.774444
402,A131,11,AGNIN,53.799167,35.688056
403,A131,12,ERUNA,54.1925,36.083611
404,A131,13,NELEP,54.348889,36.243333
405,A131,14,SUGIR,54.733611,36.6425
406,A137,1,ROLKA,50.404167,23.825556
407,A137,2,DORER,50.465833,27.207778
408,A137,3,LAPVA,50.456389,28.6925
409,A137,4,KEDUB,50.401667,30.451667
410,A137,5,BRP,50.285694,30.900972
411,A137,6,GOTAP,50.255,31.82
412,A137,7,LULAP,50.255278,32.353056
413,A137,8,RS,50.212778,33.885278
414,A137,9,OKSAR,50.083056,34.633889
415,A137,10,SUTOR,49.917222,35.545278
416,A137,11,KHR,49.928917,36.290444
417,A137,12,GOBUN,50.301667,37.64
418,A14,1,FO,54.674881,-101.669569
419,A14,2,VC,55.086011,-105.318928
420,A14,3,YL,56.830833,-101.070278
421,A14,4,KRK,39.443858,20.072775
422,A14,5,MALED,39.220833,20.303333
423,A14,6,NIDRI,39.055833,20.473056
424,A14,7,ROTSA,38.874444,20.653889
425,A14,8,SOTEG,38.594167,20.941389
426,A14,9,ARA,38.158983,21.429403
427,A14,10,TRL,37.403764,22.340281
428,A14,11,EKTOS,37.123611,23.291944
429,A14,12,ALANI,36.911111,23.991667
430,A14,13,MIL,36.747508,24.519456
431,A14,14,ALIKI,35.925,25.348889
432,A14,15,XAVIS,35.694722,25.576944
433,A14,16,SIT,35.068422,26.189064
434,A14,17,GUDIS,34.535556,27.766111
435,A14,18,KAVOS,33.733333,30.0
436,A14,19,EVORA,33.4,30.95
437,A14,20,KAROL,32.866667,32.483333
438,A14,21,GITLA,32.335,34.055278
439,A142,1,MIMKO,49.040833,31.209444
440,A142,2,EKTIN,48.533333,32.283333
441,A142,3,GODOD,48.357778,32.673056
442,A142,4,KUROR,48.191667,32.966667
443,A142,5,KVR,48.051,33.212139
444,A142,6,TOKSA,47.698333,33.261667
445,A142,7,KH,46.8075,33.495833
446,A142,8,ROLOP,47.351667,34.745833
447,A145,1,LORNO,37.4,19.0
448,A145,2,RESPA,37.413611,20.957778
449,A145,3,BERAP,37.411111,21.630556
450,A145,4,ANEPI,37.406389,22.195
451,A145,5,TRL,37.403764,22.340281
452,A15,1,BANNE,54.099167,-130.637778
453,A15,2,TDGNY,54.612958,-131.142433
454,A15,3,HWTCC,54.69775,-131.227167
455,A15,4,ICK,55.070881,-131.605008
456,A15,5,SQM,56.464581,-133.097375
457,A15,6,WUBDO,57.105222,-133.618931
458,A15,7,RADKY,58.133442,-134.498758
459,A15,8,CGL,58.359325,-134.69945
460,A15,9,HNS,59.212092,-135.430856
461,A15,10,MAGNM,59.639222,-136.095611
462,A15,11,YXQ,62.408772,-140.861186
463,A15,12,DUVOT,62.485631,-141.0
464,A15,13,AES,62.949269,-141.909781
465,A15,14,DJN,64.023456,-145.686828
466,A16,1,WC,49.003231,-122.750397
467,A16,2,AP,48.873875,-123.290003
468,A16,3,YCD,49.1279,-123.87165
469,A16,4,KERGI,49.463333,-124.168333
470,A16,5,YPW,49.836667,-124.501389
471,A16,6,QQ,49.754,-124.958097
472,A16,7,VADEN,42.065556,27.216111
473,A16,8,FENER,41.286389,28.357778
474,A16,9,IST,40.961472,28.810694
475,A16,10,YAA,40.475,29.2075
476,A16,11,DEKEK,40.334344,29.323161
477,A16,12,ELVON,40.193056,29.438889
478,A16,13,SOMGU,39.553333,29.955556
479,A16,14,KARGI,39.429167,30.054444
480,A16,15,KFK,38.804139,30.546833
481,A16,16,LEMDA,37.982222,30.656944
482,A16,17,EKSEN,37.890556,30.670278
483,A16,18,ELMAS,37.583333,30.708333
484,A16,19,KUMRU,37.415556,30.732778
485,A16,20,AYT,36.920806,30.794472
486,A16,21,DERYA,36.415556,30.811944
487,A16,22,TOMBI,36.040556,30.824444
488,A16,23,DASNI,35.616667,30.85
489,A16,24,PEDER,35.178056,30.864722
490,A16,25,MAROS,34.616667,30.883333
491,A16,26,KOSEG,34.143333,30.906667
492,A16,27,EVORA,33.4,30.95
493,A16,28,RASDA,33.1,30.95
494,A16,29,MELDO,32.033611,31.068333
495,A16,30,BLT,31.528889,31.1225
496,A16,31,DEGDI,31.241389,31.176389
497,A16,32,CVO,30.092306,31.388417
498,A17,1,CUN,64.838583,-147.495078
499,A17,2,CQR,67.502386,-148.469394
500,A17,3,PVQ,70.222656,-148.416214
501,A17,4,YE,58.795833,-122.7225
502,A17,5,FS,61.785919,-121.260878
503,A17,6,ZF,62.410953,-114.434428
504,A17,7,RIXEN,42.082222,28.766111
505,A17,8,NAMAN,40.998889,30.999444
506,A17,9,YAVRU,40.582222,31.832778
507,A17,10,KIZIK,40.418333,32.149444
508,A17,11,BAG,40.069944,32.810444
509,A17,12,YUCEL,39.578889,33.585278
510,A17,13,BALAX,39.457547,33.780772
511,A17,14,BELSU,39.130833,34.286389
512,A17,15,KISLA,39.11,34.333333
513,A17,16,ERHAN,38.523889,35.228889
514,A17,17,SOLSA,38.145556,35.778889
515,A17,18,RATSI,37.837222,36.220278
516,A17,19,REMPO,37.660011,36.472181
517,A17,20,POGEN,37.503056,36.693611
518,A17,21,ASBOM,37.258889,37.041389
519,A17,22,BOYAT,37.120833,37.243333
520,A17,23,GAZ,36.951528,37.472944
521,A18,1,KDR,32.366667,13.616667
522,A18,2,RYHAN,32.2,13.5
523,A18,3,TAWUS,31.871667,13.293333
524,A18,4,IZD,31.452633,13.010453
525,A18,5,FUNGI,30.61,12.14
526,A18,6,DERJE,29.795,11.316667
527,A18,7,IMN,28.066556,9.660917
528,A180,1,LUMIG,54.800556,105.150278
529,A180,2,REGBI,55.730556,106.033611
530,A180,3,BESUK,55.884444,106.178056
531,A180,4,KRN,57.771944,108.0675
532,A180,5,GISOP,58.480278,110.753333
533,A180,6,GEKTA,58.667222,111.517222
534,A180,7,SONEK,58.817222,112.133889
535,A180,8,NESUM,59.192222,113.885556
536,A180,9,OBESU,59.490556,115.317222
537,A180,10,AKATA,59.892222,117.419167
538,A180,11,OLDEP,60.388889,120.4725
539,A19,1,YQK,49.792444,-94.424436
540,A19,2,RL,51.061031,-93.784925
541,A2,1,XD,53.643678,-113.512858
542,A2,2,OLDMA,53.766667,-114.057778
543,A2,3,ZU,54.077156,-115.497572
544,A2,4,QU,55.137425,-118.812886
545,A2,5,DQ,55.727728,-120.068458
546,A2,6,XJ,56.284444,-120.844722
547,A2,7,YE,58.795833,-122.7225
548,A2,8,YXQ,62.408772,-140.861186
549,A2,9,DUVOT,62.485631,-141.0
550,A2,10,AES,62.949269,-141.909781
551,A2,11,DJN,64.023456,-145.686828
552,A2,12,BRY,48.407,3.294778
553,A2,13,OKRIX,47.966111,3.5675
554,A2,14,AVLON,47.56,3.813333
555,A2,15,CACHI,47.066667,4.106667
556,A2,16,PIBAT,46.805833,4.259167
557,A2,17,AMORO,46.5,4.538056
558,A2,18,BUSIL,46.293611,4.721944
559,A2,19,DANBO,45.921667,5.058611
560,A2,20,BARAN,45.755278,5.205833
561,A2,21,GIRED,45.726111,5.231667
562,A2,22,RUBLO,45.590556,5.350278
563,A2,23,LTP,45.488972,5.439056
564,A201,1,LKN,26.758556,80.894417
565,A201,2,BODOG,26.026944,83.581944
566,A201,3,PPT,25.590417,85.089917
567,A201,4,MONDA,25.350556,86.437778
568,A201,5,BIKIK,24.779722,87.7975
569,A201,6,TEBID,24.683889,88.030556
570,A201,7,RAJ,24.439217,88.615028
571,A201,8,BOGEP,24.068889,90.413889
572,A201,9,AAT,23.889231,91.239425
573,A201,10,ANSOS,23.450833,93.463333
574,A201,11,LSO,22.980964,97.754219
575,A201B,1,AAT,23.889231,91.239425
576,A201B,2,ANSOS,23.450833,93.463333
577,A202,1,RAMEI,15.044486,103.011117
578,A202,2,GUROK,16.058164,104.184956
579,A202,3,OKENA,16.268942,104.425764
580,A202,4,SAV,16.562139,104.766667
581,A202,5,VILAO,17.366667,106.083333
582,A202,6,DONGI,17.681389,106.595278
583,A202,7,NIVEN,17.884444,106.928889
584,A202,8,XONUS,18.07,107.233056
585,A202,9,ASSAD,18.341667,107.681667
586,A202,10,DABUB,19.52,109.193333
587,A202,11,AGPOR,20.303333,110.23
588,A202,12,SAMAS,20.505,110.495
589,A202,13,ISBIG,20.645,110.908333
590,A202,14,SIKOU,20.843333,111.5
591,A202,15,CH,22.219542,114.030056
592,A203,1,MELOM,25.059444,66.526111
593,A203,2,BEGIM,24.7175,67.000278
594,A203,3,KC,24.911961,67.181642
595,A204,1,YOROI,45.008639,141.785578
596,A204,2,RINZO,45.115186,141.516706
597,A204,3,RSE,45.245661,141.186767
598,A204,4,AKSUN,45.752075,140.904458
599,A206,1,LPB,19.910961,102.171908
600,A206,2,NOHET,19.426667,103.611389
601,A206,3,NALAO,19.329444,103.905
602,A206,4,VIN,18.734111,105.668389
603,A206,5,KADIM,18.652222,106.097778
604,A206,6,BUVAN,18.556389,106.589167
605,A206,7,HATIN,18.466944,107.048889
606,A206,8,ASSAD,18.341667,107.681667
607,A21,1,SN,43.147156,-79.254983
608,A21,2,PUTOL,43.48565,-79.100758
609,A21,3,KENDI,43.696069,-79.004214
610,A21,4,OO,43.920842,-78.899969
611,A21,5,KTN,34.213283,37.264208
612,A21,6,FIRAS,33.871944,37.92
613,A21,7,TAN,33.482383,38.654064
614,A211,1,VTW,4.324528,118.139917
615,A211,2,BAXAL,4.038889,117.976111
616,A211,3,TRK,3.325606,117.561633
617,A211,4,ARIRU,2.890169,119.170447
618,A211,5,GARUT,2.6291,120.1332
619,A211,6,DIANI,1.758933,123.347914
620,A211,7,MWB,1.32325,124.954892
621,A212,1,NU,-19.074717,-169.915264
622,A212,2,GUGET,-17.768844,-170.142142
623,A212,3,TUT,-14.332139,-170.7195
624,A212,4,MIGIS,-12.462689,-170.881614
625,A212,5,PUPIS,-10.0,-171.091667
626,A215,1,PY,-9.453333,147.215
627,A215,2,NOGOT,-9.330553,145.867661
628,A215,3,ASIXA,-9.074036,143.212433
629,A215,4,OSERO,-8.6,141.0
630,A215,5,MKE,-8.522608,140.417111
631,A215,6,LEBON,-5.65,132.72
632,A215,7,EMONA,-5.265,124.216667
633,A215,8,MKS,-5.037811,119.526189
634,A215,9,KEVOK,-4.340933,114.941739
635,A216,1,CS,-16.85,145.743889
636,A216,2,LOCKA,-16.023556,145.607953
