route,navaid,latitude,longitude,has_one_occurrence,node,node_lat,node_long
V41,DGP,23.638222,87.235389,False,103,23.6031056,87.16406140000001
V41,GOSBI,23.681389,87.290556,False,103,23.6031056,87.16406140000001
V41,DUMKA,24.183889,87.352778,False,223,24.275555750000002,87.3014585
V41,KHR,25.614611,87.555333,False,203,25.614611000000004,87.555333
V42,MOLVI,14.681667,78.434167,False,236,14.7495835,78.3630555
V42,CP,14.515639,78.771361,False,332,14.390432714285714,78.80122442857143
V42,DAGNI,14.296528,78.823622,False,332,14.390432714285714,78.80122442857143
V43,VABDI,15.0975,78.633889,False,146,15.229007714285714,78.365119
V43,CP,14.515639,78.771361,False,332,14.390432714285714,78.80122442857143
V43,VINEP,14.278333,78.240556,False,280,14.249188,78.227178
V44,IID,22.710611,75.7795,False,52,22.692499833333333,75.72800933333333
V44,IGNOS,23.209722,76.479167,True,258,23.1602776,76.13772220000001
V44,BPL,23.28275,77.335861,False,184,23.28275,77.335861
V45,AKTIM,12.061094,77.582711,False,85,12.083251,77.50988050000001
V45,SAPUM,11.634444,77.955278,False,391,11.634444,77.955278
V45,TTR,10.768667,78.724806,False,224,10.768667,78.724806
V46,KM,17.242778,80.14,False,9,17.272569625000003,80.113020875
V46,RJM,17.109833,81.815194,False,356,17.109833,81.815194
V46,BITEM,17.154444,82.133333,False,248,17.154444,82.133333
V47,BOFIN,20.7125,72.458889,False,285,20.8268055,72.4295835
V47,SUR,21.110642,72.740336,False,36,21.12902325,72.795738
V48,BBZ,16.522,80.7928,False,110,16.522,80.79280000000001
V48,RJM,17.109833,81.815194,False,356,17.109833,81.815194
V48,AKSAN,17.525,82.183333,False,86,17.525,82.183333
V49,KM,17.242778,80.14,False,9,17.272569625000003,80.113020875
V49,VINUK,17.481111,79.924167,True,9,17.272569625000003,80.113020875
V49,LAROB,19.170556,78.394444,False,107,19.193939272727274,78.11393927272728
V5,TTR,10.768667,78.724806,False,224,10.768667,78.724806
V5,TAPAS,11.301111,79.399167,False,38,11.443675,79.3237445
V5,AKMIL,11.859722,80.115278,False,169,11.859722,80.115278
V5,MMV,12.987667,80.155028,False,76,12.987667,80.155028
V55,RUSLI,26.061111,94.426667,False,271,25.871389,94.3497225
V55,NOMAG,27.148333,94.644722,False,354,27.148333,94.644722
V56,KKU,24.913611,92.977736,False,211,24.913611,92.977736
V56,LIGSA,25.420833,93.829722,False,71,25.761712714285714,93.73870471428572
V56,MALNO,25.681667,94.272778,False,271,25.871389,94.3497225
V57,CIA,10.1505,76.372583,False,305,10.1505,76.372583
V57,CIB,10.116889,76.680583,False,10,10.202926,76.728722
V57,DODSI,9.904694,76.993611,False,337,9.904694,76.993611
V58,KM,17.242778,80.14,False,9,17.272569625000003,80.113020875
V58,BBZ,16.522,80.7928,False,110,16.522,80.79280000000001
V58,MARVA,16.607778,81.320278,True,385,16.607778,81.320278
V58,RJM,17.109833,81.815194,False,356,17.109833,81.815194
V59,EPKOS,16.885556,74.120278,False,53,16.857824375,74.13983875
V59,KP,16.663703,74.276764,False,53,16.857824375,74.13983875
V60,OGUNA,21.484444,82.6725,False,22,21.484444,82.6725
V60,KAGBI,21.939444,83.338889,False,79,22.090681909090907,83.39247472727271
V60,ENTAP,22.076389,83.469444,False,79,22.090681909090907,83.39247472727271
V62,KAGBI,21.939444,83.338889,False,79,22.090681909090907,83.39247472727271
V62,JH,21.921792,84.034603,False,241,21.921792,84.034603
V67,ATRIN,27.818333,75.318889,False,315,27.818333,75.318889
V67,UNTOM,26.591228,74.816139,False,244,26.603293,75.06049275000001
V68,UNTOM,26.591228,74.816139,False,244,26.603293,75.06049275000001
V68,DUKOT,26.690833,75.176944,False,244,26.603293,75.06049275000001
V69,LAPAN,23.731944,83.435556,False,66,23.778286666666663,83.50062066666668
V69,LULPA,24.125833,83.043333,False,301,24.125833,83.043333
V69,BBN,25.454208,82.859506,False,82,25.454208,82.859506
V7,GOKUL,10.735556,79.696111,False,132,10.730278,79.894722
V7,TAPAS,11.301111,79.399167,False,38,11.443675,79.3237445
V7,TEGUT,11.586239,79.248322,False,38,11.443675,79.3237445
V7,MMV,12.987667,80.155028,False,76,12.987667,80.155028
V71,JJS,22.813189,86.173931,False,105,22.813189000000005,86.173931
V71,MIDIL,23.648333,86.1425,False,45,23.810926,86.39194466666667
V71,TEPAL,23.811667,86.434167,False,45,23.810926,86.39194466666667
V72,IKOSI,20.7175,81.948333,False,214,20.7175,81.948333
V72,PUNID,20.094722,83.181111,True,115,19.964166666666667,82.99648166666667
V72,BBS,20.243667,85.81325,False,228,20.243667,85.81325
V73,NNP,21.081306,79.056056,False,247,21.081306,79.056056
V73,UXENA,19.579167,80.9475,False,130,19.579167,80.9475
V73,KALRI,19.074444,82.036944,False,250,19.0641108,82.021833
V73,BULTA,18.880833,82.551944,True,70,18.749906999999997,82.72712933333334
V73,BILUN,18.684444,82.814722,False,70,18.749906999999997,82.72712933333334
V75,MEPIP,18.529167,80.580556,False,181,18.529167,80.580556
V75,KALRI,19.074444,82.036944,False,250,19.0641108,82.021833
V75,DORIL,19.425833,84.214444,False,51,19.425833,84.214444
V76,KALRI,19.074444,82.036944,False,250,19.0641108,82.021833
V76,IKOSI,20.7175,81.948333,False,214,20.7175,81.948333
V77,OTABA,22.184167,83.323056,False,79,22.090681909090907,83.39247472727271
V77,RUSAB,22.988056,83.196111,False,200,22.988056,83.196111
V77,LAPAN,23.731944,83.435556,False,66,23.778286666666663,83.50062066666668
V78,RRP,21.180925,81.743911,False,177,21.20341733333333,81.76508975
V78,NIPAD,21.871667,81.998056,False,286,21.84722233333333,82.036389
V78,VEDKU,21.989444,82.111111,False,286,21.84722233333333,82.036389
V78,RUSAB,22.988056,83.196111,False,200,22.988056,83.196111
V78,EXUNA,24.385,84.497778,False,281,24.326296333333335,84.48388899999999
V79,IBUDA,23.067222,82.164722,False,114,23.067222,82.164722
V79,RUSAB,22.988056,83.196111,False,200,22.988056,83.196111
V79,ARIVO,22.971389,84.129167,False,363,22.971389,84.129167
V83,VEDKU,21.989444,82.111111,False,286,21.84722233333333,82.036389
V83,IBUDA,23.067222,82.164722,False,114,23.067222,82.164722
V84,VILOP,24.192222,81.998056,False,192,24.192222,81.998056
V84,LULPA,24.125833,83.043333,False,301,24.125833,83.043333
V86,MML,12.951639,74.885444,False,150,12.951639,74.885444
V86,IGNOR,12.233108,75.308947,True,218,11.972832857142858,75.53121571428572
V86,KNR,11.915875,75.533856,False,218,11.972832857142858,75.53121571428572
V86,BIKNU,11.501011,75.740447,True,217,11.149589166666667,75.92378716666666
V86,CLC,11.134917,75.955,False,217,11.149589166666667,75.92378716666666
V87,KNR,11.915875,75.533856,False,218,11.972832857142858,75.53121571428572
V87,PAMLU,12.181142,76.481236,False,256,12.2053625,76.56658999999999
V87,MSR,12.229583,76.651944,False,256,12.2053625,76.56658999999999
V88,LUMBU,13.018247,75.507119,False,29,13.018247,75.507119
V88,KNR,11.915875,75.533856,False,218,11.972832857142858,75.53121571428572
V88,MUDIT,11.853056,76.096111,False,138,11.853056,76.096111
V89,KNR,11.915875,75.533856,False,218,11.972832857142858,75.53121571428572
V89,IKABU,12.243778,75.678028,True,218,11.972832857142858,75.53121571428572
V89,PEXEG,13.070833,76.041667,False,208,13.070832999999999,76.041667
V9,MMV,12.987667,80.155028,False,76,12.987667,80.155028
V9,RUPKU,13.642383,80.338894,False,263,13.642383,80.338894
V9,GUNRI,15.605556,80.859722,False,205,15.605556,80.859722
V9,VIPAT,16.95,82.408333,True,365,16.858888999999998,82.527361
V9,VVZ,17.66775,83.252778,False,18,17.66775,83.252778
W1,DAC,23.824283,90.412922,False,14,23.8487436,90.4130187
W1,LATIM,24.091667,90.7625,True,328,24.161481666666663,90.841204
W1,NIKLI,24.196389,90.880556,False,328,24.161481666666663,90.841204
W1,SYT,24.96325,91.862008,False,187,25.070007,91.743833
W10,IS,24.152847,89.044842,False,336,24.152847,89.044842
W10,BATEL,24.111667,89.582222,False,173,24.18866825,89.65185475
W100,RRP,21.180925,81.743911,False,177,21.20341733333333,81.76508975
W100,ENTAP,22.076389,83.469444,False,79,22.090681909090907,83.39247472727271
W100,KINKI,22.321667,83.927222,False,347,22.321667,83.927222
W100,DADSO,22.752778,84.576389,False,5,22.752777999999996,84.576389
W100,RRC,23.308694,85.326611,False,139,23.308694,85.326611
W101E,GGO,15.378325,73.811303,False,13,15.378325,73.811303
W101E,VETOL,15.040083,74.619806,True,298,14.920898333333334,74.54513933333334
W101E,IDSIB,14.808333,75.165278,False,112,14.9968054,75.2058056
W101E,SUSIK,14.401278,76.165639,False,232,14.401278,76.165639
W101E,BIA,13.206833,77.732194,False,3,13.194590952380953,77.7297561904762
W101W,GGO,15.378325,73.811303,False,13,15.378325,73.811303
W101W,PAMTO,14.861306,74.507806,False,298,14.920898333333334,74.54513933333334
W101W,GUNIM,14.085556,75.535833,False,142,14.085556,75.535833
W101W,BIA,13.206833,77.732194,False,3,13.194590952380953,77.7297561904762
W103,KARKU,20.974444,69.110833,False,162,20.974444,69.110833
W103,BERPO,21.000833,69.749722,True,182,21.265475,70.1763335
W103,KS,21.318092,70.261639,False,182,21.265475,70.1763335
W104,APAGO,22.203056,92.649444,False,334,22.254028,92.580347
W104,LLP,23.830389,92.623583,False,147,23.830389,92.623583
W105,PPT,25.590417,85.089917,False,123,25.590417,85.089917
W105,UXAGA,25.584722,86.2525,False,81,25.6843888,86.3155
W105,TAXOP,25.583056,86.553889,False,255,25.405833666666666,86.530602
W105,KHR,25.614611,87.555333,False,203,25.614611000000004,87.555333
W105,LOTPU,26.101389,87.941667,False,189,26.101389,87.941667
W105,BBD,26.690556,88.326389,False,113,26.70347266666667,88.30231483333334
W106,RRC,23.308694,85.326611,False,139,23.308694,85.326611
W106,GGC,24.741861,84.943897,False,63,24.741861,84.943897
W106,PPT,25.590417,85.089917,False,123,25.590417,85.089917
W106A,RRC,23.308694,85.326611,False,139,23.308694,85.326611
W106A,EXUNA,24.385,84.497778,False,281,24.326296333333335,84.48388899999999
W106A,GGC,24.741861,84.943897,False,63,24.741861,84.943897
W106A,PPT,25.590417,85.089917,False,123,25.590417,85.089917
W108E,AAR,31.728031,74.785911,False,393,31.728031,74.785911
W108E,BOLUX,30.787222,75.073889,False,37,30.79800518181818,75.12780299999999
W108E,UXIDA,30.016667,75.298889,False,167,29.941667000000002,75.38996042857143
W108E,DPN,28.566917,77.093528,False,26,28.566916999999997,77.093528
W108W,AAR,31.728031,74.785911,False,393,31.728031,74.785911
W108W,BOLUX,30.787222,75.073889,False,37,30.79800518181818,75.12780299999999
W108W,UXIDA,30.016667,75.298889,False,167,29.941667000000002,75.38996042857143
W108W,OROTI,29.283333,75.498889,False,58,29.313889,75.43222233333334
W108W,DPN,28.566917,77.093528,False,26,28.566916999999997,77.093528
W109E,PK,32.240556,75.633056,False,220,32.28208375,75.616528125
W109E,BOLUX,30.787222,75.073889,False,37,30.79800518181818,75.12780299999999
W109E,UXIDA,30.016667,75.298889,False,167,29.941667000000002,75.38996042857143
W109E,DPN,28.566917,77.093528,False,26,28.566916999999997,77.093528
W109W,PK,32.240556,75.633056,False,220,32.28208375,75.616528125
W109W,BOLUX,30.787222,75.073889,False,37,30.79800518181818,75.12780299999999
W109W,UXIDA,30.016667,75.298889,False,167,29.941667000000002,75.38996042857143
W109W,OROTI,29.283333,75.498889,False,58,29.313889,75.43222233333334
W109W,DPN,28.566917,77.093528,False,26,28.566916999999997,77.093528
W10N,BBB,19.086169,72.874703,False,6,19.086169,72.874703
W10N,ISRIS,20.757972,72.946303,False,261,20.757972,72.946303
W10N,APANO,21.583889,72.982778,False,222,21.583889,72.982778
W10N,BODAR,22.605278,74.221389,False,77,22.613981666666664,74.19222233333333
W10N,IID,22.710611,75.7795,False,52,22.692499833333333,75.72800933333333
W10N,MUBDO,22.820278,76.075556,False,323,22.820278,76.075556
W10N,OSEPU,23.153889,76.985278,False,65,23.153889000000003,76.985278
W10N,BPL,23.28275,77.335861,False,184,23.28275,77.335861
W10N,BILAN,25.000278,77.840556,False,331,25.000278,77.840556
W10N,GWA,26.296394,78.226761,False,93,26.296394,78.226761
W10N,POSIG,27.216944,77.581944,False,348,27.216944,77.581944
W10N,LETPU,27.539167,77.466667,False,2,27.539167000000003,77.466667
W10N,DPN,28.566917,77.093528,False,26,28.566916999999997,77.093528
W10S,BBB,19.086169,72.874703,False,6,19.086169,72.874703
W10S,AKTIV,20.248056,73.258333,False,91,20.248056,73.258333
W10S,SG,21.1675,73.565833,False,89,21.1675,73.565833
W10S,IID,22.710611,75.7795,False,52,22.692499833333333,75.72800933333333
W10S,MUBDO,22.820278,76.075556,False,323,22.820278,76.075556
W10S,OSEPU,23.153889,76.985278,False,65,23.153889000000003,76.985278
W10S,BPL,23.28275,77.335861,False,184,23.28275,77.335861
W10S,BILAN,25.000278,77.840556,False,331,25.000278,77.840556
W10S,GWA,26.296394,78.226761,False,93,26.296394,78.226761
W10S,AGG,27.157281,77.956553,False,199,27.157281,77.956553
W10S,GURTI,27.729444,77.794444,False,302,27.779027499999998,77.7538885
W10S,ITBAN,27.828611,77.713333,False,302,27.779027499999998,77.7538885
W10S,DPN,28.566917,77.093528,False,26,28.566916999999997,77.093528
